Rep,Constituency,State,Question,Requires Attention,Categories
Fathul Huzir Bin Ayob,Gerik,Perak,"SOALAN Tuan Fathul Huzir bin Ayob [ Gerik ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah status, kos dan garis masa pembinaan Santuari Gajah, Seladang dan Ikan Kelah di Parlimen Gerik yang masih belum siap sepenuhnya sehingga hari ini.",No,Biodiversity;Fishing
Fathul Huzir Bin Ayob,Gerik,Perak,"SOALAN   Tuan Fathul Huzir bin Ayob [ Gerik ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan sejauh mana pemantauan isu pencemaran sungai akibat aktiviti-aktiviti perlombongan di sekitar kawasan Parlimen Gerik. Juga untuk lombong lantanit (rare earth) baru di Mukim Kenering berhampiran Gerik, apakah persediaan Kementerian untuk kawal dan elak pencemaran daripada berlaku.",No,Pollution;Water;Mining;Rare Earth
Fathul Huzir Bin Ayob,Gerik,Perak,minta Menteri Kemajuan Desa dan  Wilayah menyatakan apa perancangan kementerian untuk memastikan jalan utama dan jambatan ke perkampungan Orang Asli dinaik taraf kerana masih banyak yang berstatus guna 'Jalan Pembalakan'.,No,Transportation
Tan Kar Hing,Gopeng,Perak,"SOALAN Tuan Tan Kar Hing [ Gopeng ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan: a. Statistik pelupusan buangan terjadual (e-waste) dari tahun 2013 hingga 2022; dan b. Kaedah dan undang-undang diguna pakai untuk pengurusan dan pelupusan e-waste dan Teknologi dan fasiliti terkini bagi pengurusan dan pelupusan e-waste. 1",No,Waste;Environment
Tan Kar Hing,Gopeng,Perak,"SOALAN Tuan Tan Kar Hing [ Gopeng ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan keberkesanan Kementerian dalam usaha mencapai zero carbon emissions dan impak pelaksanaan tersebut terhadap sektor tenaga meliputi aktiviti pembekalan elektrik, pengangkutan, perindustrian, pertanian, sumber asli dan lain-lain.",No,Climate Change;Energy Transition;Fossil Fuel;Transportation;Development;Environment
Tan Kar Hing,Gopeng,Perak,"SOALAN TUAN TAN KAR HING [ GOPENG ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan laporan siasatan terperinci atas kejadian pembuangan 33 tong berisi bahan kimia secara haram berhampiran Pusat Transformasi Luar Bandar (RTC) Gopeng. 1",No,Pollution;Waste;Environment
Tan Kar Hing,Gopeng,Perak," minta Perdana Menteri menyatakan Pelan  Hala Tuju Teknologi dan Ekonomi Hidrogen atau Hydrogen Economy and Technology Roadmap (HETR) yang diwujudkan oleh Mesyuarat Majlis Sains Negara (NSC) dijangkakan menjana RM12.1 bilion kepada pendapatan negara menjelang tahun 2030. Apakah kelebihan Malaysia dalam usaha menjadi penggerak utama dalam ekonomi hidrogen berbanding negara-negara seperti Jepun, Korea Selatan, China, Australia dan negara ASEAN yang telah mula menceburi sektor hidrogen .",No,Energy Transition;Development
Tan Kar Hing,Gopeng,Perak,"SOALAN   Tuan  Tan Kar Hing [ Gopeng ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan senarai lokasi potensi deposit nadir bumi (rare earth) yang dikenalpasti sehingga kini dan sama ada kelulusan perlombongan akan / telah diberikan.",No,Mining;Rare Earth;Environment
Mohd Hasnizan Bin Harun,Hulu Selangor,Selangor,"SOALAN   Tuan Haji Mohd Hasnizan bin Harun [ Hulu Selangor ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan usaha penambahbaikan Kementerian dalam menangani isu gangguan bekalan air tidak berjadual yang sering berlaku, termasuk di negeri Selangor.",No,Water
Rosol Bin Wahid,Hulu Terengganu,Terengganu,SOALAN  DATO' ROSOL BIN WAHID [ HULU TERENGGANU ] minta MENTERI PERTANIAN    DAN KETERJAMINAN MAKANAN menyatakan apakah persediaan Kementerian dalam memastikan kecukupan bekalan makanan sepanjang menghadapi keadaan cuaca tidak menentu termasuk cuaca kering dan panas selain bencana alam khususnya yang di luar jangka.,No,Climate Disaster;Food Security
Lee Chuan How,Ipoh Timor,Perak,"SOALAN YB TUAN LEE CHUAN HOW [ IPOH TIMOR ] minta MENTERI PEMBANGUNAN KERAJAAN TEMPATAN menyatakan bilangan warganegara Malaysia yang kehilangan rumah kediaman akibat bencana alam, daripada Januari 2020 sehingga Disember 2022.",No,Climate Disaster
Lee Chuan How,Ipoh Timor,Perak,"SOALAN Minta PERDANA MENTERI menyatakan berapa bantuan yang dibelanjakan untuk kes-kes bencana alam terperinci, mengikut pecahan daerah, daripada Januari 2013 sehingga Disember 2022.",No,Climate Disaster
Zulkifli Bin Ismail,Jasin,Melaka,SOALAN Minta PERDANA MENTERI menyatakan sejauh mana penglibatan Menteri Agama melalui agensi dan jabatan yang berkaitan terlibat bekerjasama rapat untuk menjadi pemantau dan penasihat terutama bagi isu-isu nasional seperti alam sekitar di negara ini. 1,No,Environment
Zahari Bin Kechik,Jeli,Kelantan,"SOALAN Tuan Zahari bin Kechik [ Jeli ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan status terkini projek Pembangunan Lembangan Sungai Bersepadu (PLSB) Sungai Golok.",No,Development;Flood
Zahari Bin Kechik,Jeli,Kelantan,"SOALAN   Tuan Zahari bin Kechik [ Jeli ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan adakah Kementerian mempunyai rancangan untuk memperkenalkan ‘Tiang Utiliti’ yang menggabungkan jaringan kabel elektrik, telefon dan lampu jalan di satu tiang yang sama di seluruh negara.",No,Transportation;Development
Sanisvara Netrayer A/L Rajaji,Jelutong,Pulau Pinang,"SOALAN Tuan Sanisvara Nethaji Rayer A/L Rajaji [ Jelutong ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan sekiranya YAB Perdana Menteri akan membantu Kerajaan Pulau Pinang untuk memperoleh air mentah dari Perak dan Kedah untuk menampung bekalan air mentah untuk rakyat Pulau Pinang di mana permintaan untuk air mentah di Pulau Pinang dijangka meningkat dalam beberapa tahun lagi.",No,Water
Sanisvara Netrayer A/L Rajaji,Jelutong,Pulau Pinang,"SOALAN Tuan Sanisvara Nethaji Rayer A/L Rajaji [ Jelutong ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah langkah-langkah yang diambil oleh Kementerian bagi mengatasi masalah jerebu yang berulang setiap tahun di negara kita. 1",No,Pollution;Air
Sanisvara Netrayer A/L Rajaji,Jelutong,Pulau Pinang,"SOALAN   Tuan Sanisvara Nethaji Rayer AL Rajaji [ Jelutong ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah bantuan yang akan dihulurkan oleh Kerajaan Persekutuan untuk menyelesaikan dengan segera masalah kerosakan paip IWK (Indah Water Konsortium) bawah tanah yang berulang beberapa kali sepanjang Jalan Sungai Pinang, Jelutong, Pulau Pinang yang mengakibatkan air kumbahan najis melimpah keluar dan memasuki rumah-rumah di sepanjang jalan tersebut.",No,Pollution;Water
Sabri Bin Azit,Jerai,Kedah,"SOALAN Tuan Sabri bin Azit [ Jerai ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan perkembangan terkini penaiktarafan lima buah Loji Rawatan Air (LRA) di negeri Kedah.",No,Water;Development
Sabri Bin Azit,Jerai,Kedah,"SOALAN Tuan Sabri bin Azit [ Jerai ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan kawasan yang paling terjejas dengan pencemaran jerebu serta langkah strategik mengatasinya. 1",No,Pollution;Air
Sabri Bin Azit,Jerai,Kedah," minta Menteri Sumber Asli, Alam Sekitar dan  Perubahan Iklim menyatakan pendirian kementerian untuk meningkatkan pemberian Pemindahan Fiskal Ekologi untuk Pemeliharaan Biodiversiti (EFT) kepada negeri Kedah setimpal dengan pemeliharaan ekologi Hutan Simpan Ulu Muda selain menjadi sumber penggunaan air mentah oleh negeri berdekatan seperti Pulau Pinang.",No,Water;Biodiversity
Khairil Nizam Bin Khirudin,Jerantut,Pahang,"SOALAN minta MENTERI SAINS, TEKNOLOGI DAN INOVASI menyatakan perincian pihak Kementerian mengenai status terkini rancangan membina Loji Janakuasa Menggunakan Tenaga Nuklear di Malaysia.",Yes,Energy Transition
Khairil Nizam Bin Khirudin,Jerantut,Pahang,SOALAN IR. TS. HAJI KHAIRIL NIZAM BIN KHIRUDIN [ JERANTUT ] minta MENTERI PENGANGKUTAN menyatakan bilakah mod pengangkutan awam Bus Rapid Transit (BRT) dan Autonomous Rapid Transit (ART) dapat dioperasikan di Malaysia dan senaraikan bandar-bandar yang akan melaksanakan mod pengangkutan awam kos patut ini.,No,Transportation;Development
Khairil Nizam Bin Khirudin,Jerantut,Pahang,"SOALAN Ir. Ts. Haji Khairil Nizam bin Khirudin [ Jerantut ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan apakah kekangan daripada pihak Kementerian untuk melaksanakan moratorium kepada pembalakan hutan supaya dapat mengurangkan pembalakan serta menggalakkan penanaman semula sepertimana yang sudah dicadangkan oleh YAB Perdana Menteri semasa beliau menjadi Ketua Pembangkang.",No,Deforestation;Environment
Khairil Nizam Bin Khirudin,Jerantut,Pahang,SOALAN IR. TS HAJI KHAIRIL NIZAM BIN KHIRUDIN [ JERANTUT ] minta KEMENTERIAN PELABURAN PERDAGANGAN DAN INDUSTRI menyatakan apakah tindakan Kementerian untuk memberikan insentif kepada mana-mana syarikat yang ingin melabur ke dalam bidang stesen pengecas kenderaan elektrik (EV Charging Station) agar Malaysia mampu mencapai Negara Bebas Karbon 2030.,Yes,Climate Change;Energy Transition
Khairil Nizam Bin Khirudin,Jerantut,Pahang,"SOALAN Ir. Ts. Haji Khairil Nizam Bin Khirudin [ Jerantut ] minta MENTERI PENGANGKUTAN menyatakan apakah usaha penambahbaikan Kementerian terhadap rangkaian pengangkutan awam, terutama untuk meningkatkan kekerapan dan ketepatan waktu sistem pengangkutan awam ketika waktu puncak dan menambah bilangan bas sebagai sistem sokongan kepada jaringan LRT dan MRT.",No,Transportation
Larry Soon @ Larry Sng Wei Shien,Julau,Sarawak,SOALAN Minta PERDANA MENTERI menyatakan jumlah mangsa banjir di Sarawak pada awal bulan tahun 2023 yang lalu serta apakah bentuk sumbangan dan bantuan yang telah dihulurkan oleh Kerajaan dalam meringankan beban mangsa yang terlibat dengan musibah tersebut.,No,Climate Disaster;Flood
Andi Muhammad Suryady Bin Bandy,Kalabakan,Sabah,SOALAN DATUK ANDI MUHAMMAD SURYADY BANDY [ KALABAKAN ] minta MENTERI PERTANIAN DAN KETERJAMINAN MAKANAN menyatakan mekanisme strategik yang telah dilaksanakan oleh pihak Kementerian dalam memperluas aspek kajian dan penyelidikan berkaitan pembangunan teknologi berasaskan mitigasi dan adaptasi terhadap perubahan iklim memastikan kelestarian sumber pertanian dan penternakan bagi memastikan kesiapsiagaan aspek keterjaminan makanan negara sentiasa mencukupi.,No,Climate Change;Food Security
Andi Muhammad Suryady Bin Bandy,Kalabakan,Sabah,"SOALAN DATUK ANDI MUHAMMAD SURYADY BIN BANDY [ KALABAKAN ] minta MENTERI PELABURAN, PERDAGANGAN DAN INDUSTRI menyatakan sejauh manakah kawasan sempadan Sabah yang berhampiran dengan Nusantara khususnya Kalabakan dibangunkan sebagai hub sektor keutamaan ekonomi meliputi petrokimia dan oleo kimia, penjagaan kesihatan, tenaga boleh diperbaharui, inovasi dan industri digital bagi menampung limpahan pembangunan yang akan diperolehi daripada Nusantara. 1",No,Energy Transition;Fossil Fuel;Development
Andi Muhammad Suryady Bin Bandy,Kalabakan,Sabah,"SOALAN DATUK ANDI MUHAMMAD SURYADY BIN BANDY [ KALABAKAN ] minta KEMENTERIAN PELABURAN PERDAGANGAN DAN INDUSTRI menyatakan sejauh manakah perkembangan usaha pihak Kementerian untuk membangunkan teknologi kenderaan elektrik (EV) tempatan bagi memenuhi agenda kelestarian mobiliti negara seiring dengan Dasar Automotif Negara (NAP) 2020, Dasar Pengangkutan Negara (NTP) 2019- 2030 dan Pelan Pembangunan Mobiliti Rendah Karbon 2021-2030.",Yes,Climate Change;Energy Transition;Development
Andi Muhammad Suryady Bin Bandy,Kalabakan,Sabah,"SOALAN Datuk Andi Muhammad Suryady bin Bandy [ Kalabakan ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan perkembangan aktiviti pemerkasaan pemetaan dan eksplorasi mineral negara bagi mengenal pasti kawasan yang berpotensi mengandungi sumber mineral seperti mana yang terkandung di dalam Kerangka Pelan Transformasi Industri Mineral Negara 2021-2030.",Yes,Mining;Rare Earth
Andi Muhammad Suryady Bin Bandy,Kalabakan,Sabah,SOALAN DATUK ANDI MUHAMMAD SURYADY BIN BANDY [ KALABAKAN ] minta MENTERI PERLADANGAN DAN KOMODITI menyatakan pelan strategik Kementerian bagi mempelbagaikan produk dan penjanaan nilai bagi pembangunan ekonomi kitaran terutamanya berkaitan industri biojisim bagi memastikan sektor Agrikomoditi negara kekal relevan dan dapat bersaing dengan negara-negara ekonomi baharu dunia.,No,Energy Transition;Development
Chong Zhemin,Kampar,Perak,"SOALAN   Tuan Chong Zhemin [ Kampar ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan adakah pelombongan Lanthanaid ataupun nadir bumi (rare earth) di Hulu Perak telah mendapat semua kelulusan daripada pihak Kementerian berkenaan dan adakah Kementerian berhasrat untuk meluluskan kilang pemprosesan nadir bumi di negeri Perak.",Yes,Mining;Rare Earth
Chong Zhemin,Kampar,Perak," minta Menteri Pengangkutan menyatakan,  adakah kementerian akan melaksanakan garis panduan baharu untuk membenarkan Ebike dan Moped digunakan di jalan taman perumahan, kampung-kampung dan juga lorong basikal untuk menyambungkan “first mile-last-mile”.",No,Transportation
Zakri Bin Hassan,Kangar,Perlis,"SOALAN TUAN ZAKRI BIN HASSAN [ KANGAR ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan berkenaan status Rancangan Projek Pembangunan Sistem Bekalan Air Negeri Perlis.",No,Water;Development
Che Alias Bin Hamid,Kemaman,Terengganu,"SOALAN Tuan Che Alias bin Hamid [ Kemaman ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan :- a) jumlah terkini pemasangan solar di pejabat Kementerian, pasaraya, hotel, rumah ibadat dan kediaman; dan b) sejauh mana kajian dilakukan bagi mewujudkan subsidi pemasangan panel solar di kediaman kepada golongan B40 memandangkan pemasangan panel solar yang masih tinggi walaupun inisiatif NEM 3.0 diperkenalkan.",No,Energy Transition
Che Alias Bin Hamid,Kemaman,Terengganu,"SOALAN   Tuan Che Alias bin Hamid [ Kemaman ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan persediaan yang dilakukan oleh Kerajaan dalam berhadapan dengan ancaman gempa bumi berikutan negara kerap kali merasai gempa bumi daripada Indonesia dan Filipina.",No,Climate Disaster
Che Alias Bin Hamid,Kemaman,Terengganu,"SOALAN TUAN CHE ALIAS BIN HAMID [ KEMAMAN ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan sejauh mana Dasar Perubahan Iklim Negara 2009 disemak semula bagi memastikan kandungannya relevan dengan cabaran perubahan iklim yang berlaku pada hari ini.",No,Climate Change
Che Alias Bin Hamid,Kemaman,Terengganu,"SOALAN Tuan Che Alias bin Hamid [ Kemaman ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan hala tuju terhadap cadangan penjualan tenaga boleh baharu (RE) kepada negara jiran dan implikasinya kepada keterjaminan bekalan tenaga lestari di Malaysia.",No,Energy Transition
Che Alias Bin Hamid,Kemaman,Terengganu,"SOALAN Tuan Che Alias bin Hamid [ Kemaman ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan :- 1. senarai negeri yang mempunyai unsur nadir bumi (REE) beserta nilainya; dan 2. langkah-langkah yang diambil Kerajaan bagi mengawal dan mengurangkan impak alam sekitar daripada aktiviti penerokaan unsur nadir bumi (REE) di Malaysia.",No,Pollution;Rare Earth;Environment
Siti Mastura Binti Muhammad,Kepala Batas,Pulau Pinang,"SOALAN Dr. Siti Mastura binti Muhammad [ Kepala Batas ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan:- a) berkenaan Penang South Island, perincikan negeri-negeri yang terlibat sebagai pembekal sumber asli pasir laut, batu-batan, air mentah dan lain-lain sumber untuk membina 3 buah pulau buatan ini; dan b) berdasarkan 71 syarat EIA yang telah diluluskan, perincikan syarat yang rumit untuk memenuhi garis panduan. 1",No,Pollution;Biodiversity;Development;Ocean;Environment
Lim Lip Eng,Kepong,Kuala Lumpur,"SOALAN Tuan Lim Lip Eng [ Kepong ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan adakah Kementerian akan mewajibkan panel solar bagi rumah baru sebagai sebahagian daripada langkah menyokong usaha tenaga boleh diperbaharui, dan apakah langkah-langkah lain yang diambil oleh Kementerian dalam usaha ini.",No,Energy Transition
Lim Lip Eng,Kepong,Kuala Lumpur,"SOALAN  TUAN LIM LIP ENG [ KEPONG ] minta KEMENTERIAN PELABURAN PERDAGANGAN DAN INDUSTRI menyatakan polisi Kerajaan tentang kenderaan elektrik (EV) termasuk motosikal dan skuter kecil yang menggunakan bateri, dan apakah pengecualian jenis cukai untuk menggalakkan kegunaan EV.",Yes,Energy Transition;Transportation
Ganabatirau A/L Veraman,Klang,Selangor,"SOALAN   Tuan Ganabatirau AL Veraman [ Klang ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan sama ada Kementerian akan membuat penambahbaikan ban di pesisir pantai Klang dan tebing Sungai Klang untuk mengatasi kenaikan paras air dan adakah Kementerian akan membina dan mendirikan sebuah kunci air di antara Sungai Klang dan laut bagi mengatasi kejadian kenaikan paras air semasa perubahan iklim.",No,Climate Change;Climate Disaster;Flood;Environment
Wong Shu Qi,Kluang,Johor,"SOALAN Puan Wong Shu Qi [ Kluang ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan penyelesaian jangka masa pendek, sederhana dan panjang untuk mengatasi masalah kadar NRW yang melebihi 40% di wilayah Sabah dan Sarawak, negeri Perlis, Kedah, Kelantan, dan Pahang.",No,Water
Wong Shu Qi,Kluang,Johor,"SOALAN Puan Wong Shu Qi [ Kluang ] minta MENTERI SUMBER ASLI, ALAM SEKITAR DAN PERUBAHAN IKLIM menyatakan status terkini projek pembinaan satu struktur lintasan hidupan liar yang terletak di KM102, FT50 laluan Kluang-Mersing.",No,Biodiversity;Deforestation;Transportation;Development
Isnaraissah Munirah Majilis,Kota Belud,Sabah,"Tuan Yang di-Pertua, tahun ini merupakan tahun ke-60 Malaysia dibentuk. Namun, infrastruktur asas di Sabah masih seperti di dunia ketiga dan tidak mencerminkan kemerdekaan yang dilaung-laungkan setiap tahun. Lihat sahaja bekalan air dan bekalan elektrik sentiasa mengalami gangguan malah akhir-akhir ini, semakin teruk dan kritikal. Pertama, berkenaan isu bekalan air. Saya difahamkan Kerajaan Persekutuan akan menyalurkan bantuan kewangan segera sebanyak RM320.25 juta yang merangkumi pelaksanaan enam program yang terdiri daripada 20 projek di seluruh negeri Sabah. Soalan saya:- (i) mohon diberikan perincian apakah bentuk projek yang akan dilaksanakan; (ii) apakah bantuan ini berbentuk pemberian one-off ataupun pinjaman; dan (iii) apakah pelan jangka sederhana dan panjang yang dirancang oleh kementerian bersama-sama Kerajaan Sabah bagi mengatasi isu bekalan air di Sabah, kaedah penyaluran peruntukan, mungkin ataupun pinjaman dan anggaran kos keseluruhan. Kedua, berkenaan isu bekalan elektrik. Gangguan bekalan elektrik berlaku hampir setiap hari di setiap daerah di Sabah dan ia masih berterusan sehingga hari ini. Bukan sahaja di kawasan pedalaman, dan kampung-kampung, malah di pinggir bandar dan bandar juga, bandar raya Kota Kinabalu mengalami gangguan. Malah saya difahamkan kadar gangguan bekalan elektrik di sini tidak pernah sekerap ini. Justeru, saya memohon kerajaan menjelaskan beberapa perkara:- (i) Berapakah jumlah kapasiti tenaga elektrik di Sabah berbanding kadar penggunaan secara harian, bulanan dan tahunan; ■1440 (ii) berapakah jumlah bilangan dan peratusan kabel-kabel dan transformer yang dimiliki oleh Sabah Electricity Sdn Bhd (SESB) yang ketika ini di dalam keadaan usang dan ketinggalan; (iii) adakah kerajaan bercadang untuk menyegerakan pembinaan loji jana kuasa (power plant) yang baharu di Sabah yang boleh membekalkan tenaga elektrik sekurang- kurangnya 300MW; dan (iv) adakah Kerajaan Persekutuan dan Kerajaan Sabah bersetuju dengan cadangan pembinaan empangan baharu bagi mengatasi masalah bekalan air dan bekalan elektrik di Sabah dan sekiranya ‘ya’, bilakah ia akan dilaksanakan dan anggaran kos yang terlibat. Sekian, terima kasih.",Yes,Water;Energy Transition;Development
